composer,title,folder,xml_score,midi_score,midi_performance,performance_annotations,midi_score_annotations,maestro_midi_performance,maestro_audio_performance,start,end,audio_performance,performer,sp_async_delta,sp_async_cor_onset,sp_async_cor_vel,sp_async_voice_std,sp_duration_percentage,sp_key_overlap_ratio,sp_kor_repeated,sp_tempo_std,sp_dynamics_agreement,sp_dynamics_consistency_std,sp_phrasing_rubato_w,sp_phrasing_rubato_q,sp_kor_legato,sp_kor_staccato
Bach,Fugue_bwv_854,Bach/Fugue/bwv_854,Bach/Fugue/bwv_854/xml_score.musicxml,Bach/Fugue/bwv_854/midi_score.mid,Bach/Fugue/bwv_854/LuA01M.mid,Bach/Fugue/bwv_854/LuA01M_annotations.txt,Bach/Fugue/bwv_854/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_04_R1_2015_wav--1.wav,91.77916666666668,,Bach/Fugue/bwv_854/LuA01M.wav,2015LuA,0.014730362903226128,-0.11940565060774687,0.20648620758908975,0.007148555756125422,0.8435868918259772,-0.25217844153438146,-0.5224741192402304,16.061587814833107,,,0.4371593647937926,2.591449496240811,,
Bach,Fugue_bwv_854,Bach/Fugue/bwv_854,Bach/Fugue/bwv_854/xml_score.musicxml,Bach/Fugue/bwv_854/midi_score.mid,Bach/Fugue/bwv_854/MiyashitaM01M.mid,Bach/Fugue/bwv_854/MiyashitaM01M_annotations.txt,Bach/Fugue/bwv_854/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--1.midi,{maestro}/2017/MIDI-Unprocessed_051_PIANO051_MID--AUDIO-split_07-06-17_Piano-e_3-02_wav--1.wav,82.771875,,Bach/Fugue/bwv_854/MiyashitaM01M.wav,2017MiyashitaM,0.007181593495934787,-0.013715262791418357,0.18477251959137247,0.0034764781397071884,0.5663585281404294,-0.4670917712026819,-0.6063015419438277,11.350115092474347,,,0.31444970440152614,3.6439074804123726,,
Bach,Fugue_bwv_854,Bach/Fugue/bwv_854,Bach/Fugue/bwv_854/xml_score.musicxml,Bach/Fugue/bwv_854/midi_score.mid,Bach/Fugue/bwv_854/Ozaki01M.mid,Bach/Fugue/bwv_854/Ozaki01M_annotations.txt,Bach/Fugue/bwv_854/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_15_Track15_wav.midi,{maestro}/2011/MIDI-Unprocessed_03_R1_2011_MID--AUDIO_R1-D1_15_Track15_wav.wav,85.93880208333331,,Bach/Fugue/bwv_854/Ozaki01M.wav,2011Ozaki,0.011823754032257909,-0.27882090339352233,0.026458987630058686,0.005716729604536273,0.8177780728001136,-0.2506996519151039,-0.5703635880311404,20.3559407614453,,,0.4065365684863904,4.8048969978346125,,
Bach,Fugue_bwv_854,Bach/Fugue/bwv_854,Bach/Fugue/bwv_854/xml_score.musicxml,Bach/Fugue/bwv_854/midi_score.mid,Bach/Fugue/bwv_854/Richardson01M.mid,Bach/Fugue/bwv_854/Richardson01M_annotations.txt,Bach/Fugue/bwv_854/midi_score_annotations.txt,{maestro}/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--1.midi,{maestro}/2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--1.wav,94.62239583333331,,Bach/Fugue/bwv_854/Richardson01M.wav,2013Richardson,0.01259910526315788,-0.36134432374448133,-0.051895063878696544,0.006087221329726136,0.7356790876432567,-0.31643339919314994,-0.47554137212279735,18.73369265331676,,,0.2581180893915768,2.692048831224775,,
Bach,Fugue_bwv_854,Bach/Fugue/bwv_854,Bach/Fugue/bwv_854/xml_score.musicxml,Bach/Fugue/bwv_854/midi_score.mid,Bach/Fugue/bwv_854/WangA01M.mid,Bach/Fugue/bwv_854/WangA01M_annotations.txt,Bach/Fugue/bwv_854/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--1.midi,{maestro}/2017/MIDI-Unprocessed_041_PIANO041_MID--AUDIO-split_07-06-17_Piano-e_1-01_wav--1.wav,86.775,,Bach/Fugue/bwv_854/WangA01M.wav,2017WangA,0.012296764227642282,-0.1233269253381534,0.09618952652687164,0.0053276919175368875,0.6406895442791998,-0.40194841976921586,-0.6049361178952779,13.01222268152955,,,0.33319509612574444,7.593229417619136,,
Bach,Fugue_bwv_856,Bach/Fugue/bwv_856,Bach/Fugue/bwv_856/xml_score.musicxml,Bach/Fugue/bwv_856/midi_score.mid,Bach/Fugue/bwv_856/LuoJ01M.mid,Bach/Fugue/bwv_856/LuoJ01M_annotations.txt,Bach/Fugue/bwv_856/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_06_R1_2015_wav--1.wav,59.978125,,Bach/Fugue/bwv_856/LuoJ01M.wav,2015LuoJ,0.019169385281385332,-0.22084357472648355,-0.18662381522081564,0.009330105486765824,1.0098137816076176,-0.24364954123230265,-0.706862231425239,62.872308098319714,,,0.19783679909119023,1.362074542915677,,
Bach,Fugue_bwv_857,Bach/Fugue/bwv_857,Bach/Fugue/bwv_857/xml_score.musicxml,Bach/Fugue/bwv_857/midi_score.mid,Bach/Fugue/bwv_857/Bult-ItoS02M.mid,Bach/Fugue/bwv_857/Bult-ItoS02M_annotations.txt,Bach/Fugue/bwv_857/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--2.midi,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_05_R1_2015_wav--2.wav,107.07395833333334,,Bach/Fugue/bwv_857/Bult-ItoS02M.wav,2015Bult-ItoS,0.021879615044247687,0.36043404346548163,0.502609965297704,0.009637867844510983,1.0683396548772566,-0.05746708420800601,-0.45147999476243034,18.659190419609676,,,0.45146912911689346,-892.4802055948169,,
Bach,Fugue_bwv_857,Bach/Fugue/bwv_857,Bach/Fugue/bwv_857/xml_score.musicxml,Bach/Fugue/bwv_857/midi_score.mid,Bach/Fugue/bwv_857/Lisiecki04M.mid,Bach/Fugue/bwv_857/Lisiecki04M_annotations.txt,Bach/Fugue/bwv_857/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--1.midi,{maestro}/2008/MIDI-Unprocessed_11_R1_2008_01-04_ORIG_MID--AUDIO_11_R1_2008_wav--1.wav,113.3984375,,Bach/Fugue/bwv_857/Lisiecki04M.wav,2008Lisiecki,0.022678217294900372,0.5803281570068232,0.6726977006571236,0.009077658716979771,0.7788525838529229,-0.29578590726161297,-0.42389329488355004,19.39031590228157,,,0.5710281985927415,-1266.5867140842317,,
Bach,Fugue_bwv_857,Bach/Fugue/bwv_857,Bach/Fugue/bwv_857/xml_score.musicxml,Bach/Fugue/bwv_857/midi_score.mid,Bach/Fugue/bwv_857/ToA01M.mid,Bach/Fugue/bwv_857/ToA01M_annotations.txt,Bach/Fugue/bwv_857/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_048_PIANO048_MID--AUDIO-split_07-06-17_Piano-e_2-05_wav--1.midi,{maestro}/2017/MIDI-Unprocessed_048_PIANO048_MID--AUDIO-split_07-06-17_Piano-e_2-05_wav--1.wav,132.90833333333333,,Bach/Fugue/bwv_857/ToA01M.wav,2017ToA,0.015880850877193275,0.32192350209752674,0.41191869808681997,0.005809947869958716,0.9713069983436446,-0.12290039411977612,-0.48028421584350695,11.98152476906338,,,0.6066577473028305,-8.759795407114174,,
Bach,Fugue_bwv_857,Bach/Fugue/bwv_857,Bach/Fugue/bwv_857/xml_score.musicxml,Bach/Fugue/bwv_857/midi_score.mid,Bach/Fugue/bwv_857/WangA01M.mid,Bach/Fugue/bwv_857/WangA01M_annotations.txt,Bach/Fugue/bwv_857/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_18_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D2-13-20_mid--AUDIO-from_mp3_18_R1_2015_wav--1.wav,137.63854166666667,,Bach/Fugue/bwv_857/WangA01M.wav,2015WangA,0.01265109670329688,-0.08995544149826601,0.2185456207890078,0.005602303174674274,0.8870723710559337,-0.1978270919892146,-0.6142217192392072,25.211794130920968,,,0.6057958246210662,-1.0978008983100922,,
Bach,Fugue_bwv_857,Bach/Fugue/bwv_857,Bach/Fugue/bwv_857/xml_score.musicxml,Bach/Fugue/bwv_857/midi_score.mid,Bach/Fugue/bwv_857/YuP01M.mid,Bach/Fugue/bwv_857/YuP01M_annotations.txt,Bach/Fugue/bwv_857/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_042_PIANO042_MID--AUDIO-split_07-06-17_Piano-e_1-02_wav--1.midi,{maestro}/2017/MIDI-Unprocessed_042_PIANO042_MID--AUDIO-split_07-06-17_Piano-e_1-02_wav--1.wav,116.89166666666668,,Bach/Fugue/bwv_857/YuP01M.wav,2017YuP,0.020070975824175167,-0.2740056739361929,-0.08511566296453729,0.0075180887284683525,0.977865533419413,-0.10103165057618457,-0.48238871807573164,10.41620501164629,,,0.6814785094386051,-11.661382807911766,,
Bach,Fugue_bwv_858,Bach/Fugue/bwv_858,Bach/Fugue/bwv_858/xml_score.musicxml,Bach/Fugue/bwv_858/midi_score.mid,Bach/Fugue/bwv_858/VuV01M.mid,Bach/Fugue/bwv_858/VuV01M_annotations.txt,Bach/Fugue/bwv_858/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--1.wav,83.88229166666666,,Bach/Fugue/bwv_858/VuV01M.wav,2015VuV,0.014292456603773514,0.1331138543987546,0.34055922633979957,0.006715056694074427,0.9271666240455201,-0.16829096548275893,-0.7137522269142814,30.08074652342846,,,0.2559077513391467,6.304748095790914,,
Bach,Fugue_bwv_858,Bach/Fugue/bwv_858,Bach/Fugue/bwv_858/xml_score.musicxml,Bach/Fugue/bwv_858/midi_score.mid,Bach/Fugue/bwv_858/Zhang01M.mid,Bach/Fugue/bwv_858/Zhang01M_annotations.txt,Bach/Fugue/bwv_858/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_07_R1_2011_MID--AUDIO_R1-D3_02_Track02_wav.midi,{maestro}/2011/MIDI-Unprocessed_07_R1_2011_MID--AUDIO_R1-D3_02_Track02_wav.wav,90.33072916666666,,Bach/Fugue/bwv_858/Zhang01M.wav,2011Zhang,0.013987564393938971,0.23267056809123673,0.3665983225172194,0.006685108610659323,1.0139904906062602,-0.1144648677020142,-0.6766058100629009,29.24183381475549,,,0.2572035317054261,5.581827662109607,,
Bach,Fugue_bwv_860,Bach/Fugue/bwv_860,Bach/Fugue/bwv_860/xml_score.musicxml,Bach/Fugue/bwv_860/midi_score.mid,Bach/Fugue/bwv_860/Ko04M.mid,Bach/Fugue/bwv_860/Ko04M_annotations.txt,Bach/Fugue/bwv_860/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--1.midi,{maestro}/2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--1.wav,50.91145833333333,,Bach/Fugue/bwv_860/Ko04M.wav,2008Ko,0.010328068037974996,-0.0020159326179014364,0.11708406246340083,0.004917306071859571,0.8427373277643596,-0.27306859005778505,-0.6716154788566582,21.900284592802958,,,0.4156612421862908,-1.2333374100030672,,
Bach,Fugue_bwv_860,Bach/Fugue/bwv_860,Bach/Fugue/bwv_860/xml_score.musicxml,Bach/Fugue/bwv_860/midi_score.mid,Bach/Fugue/bwv_860/Nikiforov05M.mid,Bach/Fugue/bwv_860/Nikiforov05M_annotations.txt,Bach/Fugue/bwv_860/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_12_R1_2008_01-04_ORIG_MID--AUDIO_12_R1_2008_wav--2.midi,{maestro}/2008/MIDI-Unprocessed_12_R1_2008_01-04_ORIG_MID--AUDIO_12_R1_2008_wav--2.wav,50.96744791666666,,Bach/Fugue/bwv_860/Nikiforov05M.wav,2008Nikiforov,0.013012594936709218,0.025162667526698632,0.08219631513229007,0.006270583133410929,0.8927942374238184,-0.2130373073430658,-0.651774101407788,34.398907102075256,,,0.23530243052551525,2.758050857449281,,
Bach,Fugue_bwv_860,Bach/Fugue/bwv_860,Bach/Fugue/bwv_860/xml_score.musicxml,Bach/Fugue/bwv_860/midi_score.mid,Bach/Fugue/bwv_860/Tetzloff04M.mid,Bach/Fugue/bwv_860/Tetzloff04M_annotations.txt,Bach/Fugue/bwv_860/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--1.midi,{maestro}/2008/MIDI-Unprocessed_15_R1_2008_01-04_ORIG_MID--AUDIO_15_R1_2008_wav--1.wav,51.00651041666666,,Bach/Fugue/bwv_860/Tetzloff04M.wav,2008Tetzloff,0.01808287183544332,-0.0095510055330936,0.25787810411300643,0.00867438758176875,0.7499145432402317,-0.35771068128387634,-0.5846464431358444,37.888919615363655,,,0.36169923989487235,-0.7625369457855109,,
Bach,Fugue_bwv_860,Bach/Fugue/bwv_860,Bach/Fugue/bwv_860/xml_score.musicxml,Bach/Fugue/bwv_860/midi_score.mid,Bach/Fugue/bwv_860/TuanS01M.mid,Bach/Fugue/bwv_860/TuanS01M_annotations.txt,Bach/Fugue/bwv_860/midi_score_annotations.txt,{maestro}/2017/MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--1.midi,{maestro}/2017/MIDI-Unprocessed_057_PIANO057_MID--AUDIO-split_07-07-17_Piano-e_1-07_wav--1.wav,52.3,,Bach/Fugue/bwv_860/TuanS01M.wav,2017TuanS,0.011412177215189907,-0.054395441969548555,0.23030520140644384,0.005520446416140551,0.9913147857574579,-0.13944285517810262,-0.5565356058263521,23.066067646813014,,,0.23111918815113602,1.3978114228617071,,
Bach,Fugue_bwv_860,Bach/Fugue/bwv_860,Bach/Fugue/bwv_860/xml_score.musicxml,Bach/Fugue/bwv_860/midi_score.mid,Bach/Fugue/bwv_860/YoungS01M.mid,Bach/Fugue/bwv_860/YoungS01M_annotations.txt,Bach/Fugue/bwv_860/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D2-21-22_mid--AUDIO-from_mp3_21_R1_2015_wav--1.wav,51.83958333333333,,Bach/Fugue/bwv_860/YoungS01M.wav,2015YoungS,0.01453216798732179,-0.10358845405460873,0.07895271703192776,0.007117659428121272,0.7295532225818363,-0.3733475221146852,-0.6077696680900558,33.35735714933798,,,0.17689500362428306,0.9299596289358008,,
Bach,Fugue_bwv_860,Bach/Fugue/bwv_860,Bach/Fugue/bwv_860/xml_score.musicxml,Bach/Fugue/bwv_860/midi_score.mid,Bach/Fugue/bwv_860/ZhangH04M.mid,Bach/Fugue/bwv_860/ZhangH04M_annotations.txt,Bach/Fugue/bwv_860/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_18_R1_2008_01-04_ORIG_MID--AUDIO_18_R1_2008_wav--1.midi,{maestro}/2008/MIDI-Unprocessed_18_R1_2008_01-04_ORIG_MID--AUDIO_18_R1_2008_wav--1.wav,51.25260416666666,,Bach/Fugue/bwv_860/ZhangH04M.wav,2008ZhangH,0.018038775157232904,-0.1913083713885088,-0.011285277258068424,0.00864551544877974,0.9627586649544271,-0.19959500386845672,-0.6228504670301566,41.822652474571164,,,0.3682871018869394,-1.5493925361037542,,
Bach,Fugue_bwv_862,Bach/Fugue/bwv_862,Bach/Fugue/bwv_862/xml_score.musicxml,Bach/Fugue/bwv_862/midi_score.mid,Bach/Fugue/bwv_862/Song04M.mid,Bach/Fugue/bwv_862/Song04M_annotations.txt,Bach/Fugue/bwv_862/midi_score_annotations.txt,{maestro}/2008/MIDI-Unprocessed_13_R1_2008_01-04_ORIG_MID--AUDIO_13_R1_2008_wav--1.midi,{maestro}/2008/MIDI-Unprocessed_13_R1_2008_01-04_ORIG_MID--AUDIO_13_R1_2008_wav--1.wav,78.703125,,Bach/Fugue/bwv_862/Song04M.wav,2008Song,0.0163779718875503,-0.22963733462923813,0.0460760524759359,0.007772161757925154,1.18196443413143,0.017276285755256346,-0.45056927416994075,8.141207074519238,,,0.27962813207750103,2.445424210258734,,
Bach,Fugue_bwv_863,Bach/Fugue/bwv_863,Bach/Fugue/bwv_863/xml_score.musicxml,Bach/Fugue/bwv_863/midi_score.mid,Bach/Fugue/bwv_863/LeeN01M.mid,Bach/Fugue/bwv_863/LeeN01M_annotations.txt,Bach/Fugue/bwv_863/midi_score_annotations.txt,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--1.midi,{maestro}/2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_07_R1_2015_wav--1.wav,108.51666666666668,,Bach/Fugue/bwv_863/LeeN01M.wav,2015LeeN,0.013689283464566946,0.29561222345678684,0.4483060339735322,0.006122949182113391,1.054020489553272,-0.029562729427939867,-0.4557506821536359,5.345737737422692,,,0.4610352141198592,8.769419660791263,,
Bach,Fugue_bwv_863,Bach/Fugue/bwv_863,Bach/Fugue/bwv_863/xml_score.musicxml,Bach/Fugue/bwv_863/midi_score.mid,Bach/Fugue/bwv_863/Shychko01M.mid,Bach/Fugue/bwv_863/Shychko01M_annotations.txt,Bach/Fugue/bwv_863/midi_score_annotations.txt,{maestro}/2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_07_Track07_wav.midi,{maestro}/2011/MIDI-Unprocessed_11_R1_2011_MID--AUDIO_R1-D4_07_Track07_wav.wav,105.11197916666666,,Bach/Fugue/bwv_863/Shychko01M.wav,2011Shychko,0.015852957198443908,0.6565704322902067,0.5399718570030496,0.0072627904905416905,1.0261559764441472,-0.05779371432566704,-0.2951098317441759,6.184499956392819,,,0.46900003390236344,3.461246852032319,,
